Date;Oslo Børs all-share index (OSEAX);Wilshire 5000 full cap price index (WILL5000);Consumer price index (CPI);Industrial production (Production);Money market rate (3m NIBOR);10-year government bond rate (10y G-bond);Brent crude oil price (Crude oil);USD/NOK exchange rate (USD/NOK) ;Datetime value (Datetime)
1989-01-31;0.5588577;0.16386867;0.056818128;0.050578117;-3.12;-2.3900003;0.017391205;0.05219555;2222.0
1989-02-01;0.5570277;0.16044772;0.056818128;0.050578117;-3.12;-2.4500008;0.013597012;0.05603242;2223.0
1989-02-02;0.56899047;0.17396057;0.056818128;0.050578117;-3.12;-2.6500006;0.049535632;0.05796647;2224.0
1989-02-03;0.5658239;0.1753577;0.056818128;0.050578117;-3.12;-2.5700006;0.03522861;0.05808878;2225.0
1989-02-06;0.5840056;0.17694879;0.056818128;0.050578117;-3.12;-2.5200005;0.024844646;0.06497574;2228.0
1989-02-07;0.5925001;0.19658625;0.056818128;0.050578117;-3.12;-2.5200005;0.0060606003;0.049534082;2229.0
1989-02-08;0.606864;0.18455291;0.056818128;0.050578117;-3.12;-2.6500006;0.021341443;0.05241871;2230.0
1989-02-09;0.59191716;0.15426564;0.056818128;0.050578117;-3.12;-2.6500006;0.02789843;0.050757527;2231.0
1989-02-10;0.5776131;0.14257085;0.056818128;0.050578117;-3.12;-2.4400005;0.018633485;0.038485527;2232.0
1989-02-13;0.5461874;0.1352948;0.056818128;0.050578117;-3.12;-2.4400005;0.047619104;0.04460275;2235.0
1989-02-14;0.5594351;0.13411796;0.056818128;0.050578117;-3.12;-2.6100006;0.07334185;0.039561152;2236.0
1989-02-15;0.5621823;0.13480747;0.042990685;0.04755056;-3.12;-2.7200003;0.07165706;0.03202343;2237.0
1989-02-16;0.59110117;0.13796997;0.050467253;0.051873207;-3.12;-2.7200003;0.08201885;0.03877175;2238.0
1989-02-17;0.5858643;0.148978;0.050467253;0.051873207;-3.12;-2.6100006;0.10788119;0.038252234;2239.0
1989-02-20;0.5837394;0.13744116;0.050467253;0.051873207;-3.12;-2.6100006;0.11768484;0.036507726;2242.0
1989-02-21;0.5520568;0.120257735;0.050467253;0.051873207;-3.12;-2.6100006;0.118335485;0.046091557;2243.0
1989-02-22;0.5320891;0.10589397;0.050467253;0.051873207;-3.12;-2.6100006;0.0879333;0.04964757;2244.0
1989-02-23;0.52274907;0.109276295;0.050467253;0.051873207;-3.12;-2.6100006;0.11400652;0.04581821;2245.0
1989-02-24;0.5043247;0.10170674;0.050467253;0.051873207;-3.12;-2.58;0.14814806;0.045411825;2246.0
1989-02-27;0.48739922;0.099838614;0.050467253;0.051873207;-3.12;-2.5299997;0.19795215;0.042716384;2249.0
1989-02-28;0.5145091;0.08427656;0.050467253;0.051873207;-2.96;-2.5100002;0.1697216;0.054908752;2250.0
1989-03-01;0.5088848;0.08153367;0.050467253;0.051873207;-2.96;-2.5100002;0.21650207;0.060223818;2251.0
1989-03-02;0.52581096;0.08702958;0.050467253;0.051873207;-2.96;-2.5100002;0.26449275;0.059165955;2252.0
1989-03-03;0.5476866;0.090491176;0.050467253;0.051873207;-2.96;-2.5100002;0.2664286;0.05848229;2253.0
1989-03-06;0.5546496;0.1020782;0.050467253;0.051873207;-2.96;-2.4499998;0.2664286;0.05315149;2256.0
1989-03-07;0.5787674;0.099143386;0.050467253;0.051873207;-2.96;-2.5;0.26258993;0.06388676;2257.0
1989-03-08;0.5891639;0.092339754;0.050467253;0.051873207;-2.96;-2.5;0.271739;0.06918931;2258.0
1989-03-09;0.57225096;0.09163666;0.050467253;0.051873207;-2.96;-2.5;0.27324748;0.07363427;2259.0
1989-03-10;0.5401943;0.104905844;0.050467253;0.051873207;-2.96;-2.5199995;0.21754146;0.070727825;2260.0
1989-03-13;0.50623596;0.109553576;0.050467253;0.051873207;-2.96;-2.4799995;0.21639788;0.07018924;2263.0
1989-03-14;0.509933;0.105300546;0.050467253;0.051873207;-2.96;-2.4799995;0.30462182;0.07908535;2264.0
1989-03-15;0.5252428;0.11033285;0.050467253;0.051873207;-2.96;-2.4799995;0.3342657;0.07090974;2265.0
1989-03-16;0.53359365;0.110779166;0.048327208;0.061781645;-2.96;-2.4799995;0.31141877;0.07137227;2266.0
1989-03-17;0.5191628;0.07957959;0.048327208;0.061781645;-2.96;-2.5;0.33749127;0.069474936;2267.0
1989-03-20;0.48069417;0.06944716;0.048327208;0.061781645;-2.96;-2.4400005;0.28466177;0.06756544;2270.0
1989-03-21;0.48200023;0.08188987;0.048327208;0.061781645;-2.96;-2.3500004;0.27633286;0.07092309;2271.0
1989-03-22;0.49031937;0.07873726;0.048327208;0.061781645;-2.96;-2.4099998;0.30405855;0.06832099;2272.0
1989-03-23;0.4681865;0.07189822;0.048327208;0.061781645;-2.96;-2.4099998;0.29415596;0.06848884;2273.0
1989-03-24;0.4785645;0.090966344;0.048327208;0.061781645;-2.96;-2.4099998;0.27348244;0.072701454;2274.0
1989-03-27;0.50002694;0.11214316;0.048327208;0.061781645;-2.96;-2.3999996;0.28996766;0.07694745;2277.0
1989-03-28;0.5446143;0.12017548;0.048327208;0.061781645;-2.96;-2.3999996;0.26881027;0.089576006;2278.0
1989-03-29;0.52946687;0.115024924;0.048327208;0.061781645;-2.96;-2.3999996;0.24679494;0.09520018;2279.0
1989-03-30;0.5179683;0.12345672;0.048327208;0.061781645;-2.96;-2.3999996;0.27388537;0.08966613;2280.0
1989-03-31;0.5347798;0.12814498;0.048327208;0.061781645;-2.88;-2.42;0.3067093;0.0928458;2281.0
1989-04-03;0.5512141;0.13266516;0.048327208;0.061781645;-2.88;-2.42;0.25559103;0.0912559;2284.0
1989-04-04;0.5421752;0.14126992;0.048327208;0.061781645;-2.88;-2.42;0.27156556;0.07965028;2285.0
1989-04-05;0.5419512;0.13592613;0.048327208;0.061781645;-2.88;-2.42;0.27419353;0.09105492;2286.0
1989-04-06;0.50497496;0.10928166;0.048327208;0.061781645;-2.88;-2.42;0.24057221;0.086678386;2287.0
1989-04-07;0.49320757;0.11143303;0.048327208;0.061781645;-2.88;-2.42;0.2491951;0.08269596;2288.0
1989-04-10;0.48944008;0.100495815;0.048327208;0.061781645;-2.88;-2.3199997;0.26045012;0.09082186;2291.0
1989-04-11;0.48711216;0.10213256;0.048327208;0.061781645;-2.88;-2.3199997;0.23148143;0.0900383;2292.0
1989-04-12;0.52717507;0.099051;0.048327208;0.061781645;-2.88;-2.3199997;0.2044903;0.08752394;2293.0
1989-04-13;0.5414988;0.09154415;0.048327208;0.061781645;-2.88;-2.3199997;0.20543814;0.081755996;2294.0
1989-04-14;0.60200214;0.14859271;0.048327208;0.061781645;-2.88;-2.3399992;0.17897892;0.08092666;2295.0
1989-04-17;0.6498991;0.15006638;0.057620883;0.054597616;-2.88;-2.3999996;0.17982185;0.0914669;2298.0
1989-04-18;0.6413822;0.16514623;0.04212463;0.04707563;-2.88;-2.3999996;0.15759313;0.09944749;2299.0
1989-04-19;0.67499006;0.17243516;0.04212463;0.04707563;-2.88;-2.3999996;0.26099718;0.09616637;2300.0
1989-04-20;0.670437;0.17867696;0.04212463;0.04707563;-2.88;-2.3999996;0.3259833;0.098894;2301.0
1989-04-21;0.6767888;0.18835664;0.04212463;0.04707563;-2.88;-2.4300003;0.27058828;0.08998048;2302.0
1989-04-24;0.67826414;0.17340851;0.04212463;0.04707563;-2.88;-2.4000006;0.2361517;0.094029665;2305.0
1989-04-25;0.67258537;0.15946853;0.04212463;0.04707563;-2.88;-2.4000006;0.234676;0.09795654;2306.0
1989-04-26;0.6432531;0.15479887;0.04212463;0.04707563;-2.88;-2.4000006;0.2252618;0.10014582;2307.0
1989-04-27;0.6119051;0.16260898;0.04212463;0.04707563;-2.88;-2.4000006;0.18678164;0.10157144;2308.0
1989-04-28;0.6253301;0.16750908;0.04212463;0.04707563;-2.88;-2.5;0.19372046;0.1056304;2309.0
1989-05-01;0.62760544;0.16913807;0.04212463;0.04707563;-2.92;-2.5099993;0.21385539;0.10850823;2312.0
1989-05-02;0.65657103;0.16698492;0.04212463;0.04707563;-2.7400007;-2.5099993;0.20062697;0.10615611;2313.0
1989-05-03;0.6666026;0.161152;0.04212463;0.04707563;-2.7400007;-2.5099993;0.17412925;0.110499024;2314.0
1989-05-04;0.67592907;0.16940176;0.04212463;0.04707563;-2.7400007;-2.5099993;0.2198143;0.109779835;2315.0
1989-05-05;0.7261292;0.17577755;0.04212463;0.04707563;-2.7400007;-2.5099993;0.2012384;0.11421156;2316.0
1989-05-08;0.73038065;0.17497504;0.04212463;0.04707563;-2.7400007;-2.5299997;0.14285707;0.11507583;2319.0
1989-05-09;0.72459733;0.17744243;0.04212463;0.04707563;-2.7400007;-2.75;0.15333343;0.1184957;2320.0
1989-05-10;0.7575389;0.17680836;0.04212463;0.04707563;-2.7400007;-2.75;0.1526252;0.12040949;2321.0
1989-05-11;0.8117794;0.19955051;0.04212463;0.04707563;-2.7400007;-2.75;0.17111647;0.124268174;2322.0
1989-05-12;0.83506453;0.21867967;0.04212463;0.04707563;-2.7400007;-2.6899996;0.17073178;0.12841582;2323.0
1989-05-15;0.82228124;0.21321535;0.04212463;0.04707563;-2.7400007;-2.58;0.16363645;0.12832403;2326.0
1989-05-16;0.8112426;0.20559752;0.045703888;0.09482753;-2.7400007;-2.58;0.19277096;0.13652956;2327.0
1989-05-17;0.8112426;0.22492266;0.045703888;0.09482753;-2.7400007;-2.58;0.11927712;0.13652956;2328.0
1989-05-18;0.81115127;0.24502695;0.045703888;0.09482753;-2.7400007;-2.58;0.13414633;0.14566553;2329.0
1989-05-19;0.84577966;0.25248957;0.045703888;0.09482753;-2.7400007;-2.5699997;0.12615383;0.1477052;2330.0
1989-05-22;0.8411001;0.25238407;0.045703888;0.09482753;-2.7400007;-2.4899998;0.057750702;0.17142165;2333.0
1989-05-23;0.82032883;0.25137424;0.045703888;0.09482753;-2.7400007;-2.4899998;0.09057307;0.16673398;2334.0
1989-05-24;0.81226826;0.24352598;0.045703888;0.09482753;-2.7400007;-2.4899998;0.11349702;0.17135918;2335.0
1989-05-25;0.81793356;0.24260855;0.045703888;0.09482753;-2.7400007;-2.37;0.124845505;0.16365111;2336.0
1989-05-26;0.8177993;0.24676251;0.045703888;0.09482753;-2.7400007;-2.4000006;0.09085286;0.14426172;2337.0
1989-05-29;0.79896367;0.25090218;0.045703888;0.09482753;-2.7400007;-2.33;0.09107685;0.1663711;2340.0
1989-05-30;0.7846925;0.24342072;0.045703888;0.09482753;-2.7400007;-2.2799997;0.11090577;0.15921116;2341.0
1989-05-31;0.76948607;0.2151686;0.045703888;0.09482753;-2.5200005;-2.2799997;0.12654316;0.14932775;2342.0
1989-06-01;0.7369764;0.2030139;0.045703888;0.09482753;-2.5200005;-2.2599993;0.10716474;0.14461493;2343.0
1989-06-02;0.731084;0.21812999;0.045703888;0.09482753;-2.5200005;-2.2599993;0.11145127;0.1354059;2344.0
1989-06-05;0.71563184;0.20199347;0.045703888;0.09482753;-2.5200005;-2.25;0.12765944;0.11875141;2347.0
1989-06-06;0.6800858;0.20562708;0.045703888;0.09482753;-2.5200005;-2.25;0.13846159;0.14474416;2348.0
1989-06-07;0.6837077;0.21951711;0.045703888;0.09482753;-2.5200005;-2.25;0.118299484;0.14210355;2349.0
1989-06-08;0.6522585;0.19796586;0.045703888;0.09482753;-2.5200005;-2.25;0.09336603;0.14571977;2350.0
1989-06-09;0.6329397;0.20068634;0.045703888;0.09482753;-2.5200005;-2.13;0.101227045;0.14686656;2351.0
1989-06-12;0.64616907;0.19420087;0.045703888;0.09482753;-2.5200005;-1.9200001;0.08391166;0.17108202;2354.0
1989-06-13;0.67569864;0.18602157;0.045703888;0.09482753;-2.5200005;-1.9200001;0.081777215;0.15600252;2355.0
1989-06-14;0.6635486;0.17485642;0.045703888;0.09482753;-2.5200005;-1.9200001;0.06624603;0.15908015;2356.0
1989-06-15;0.65501523;0.1618365;0.045703888;0.09482753;-2.5200005;-1.9200001;0.07961786;0.15840805;2357.0
1989-06-16;0.67326;0.18040597;0.047445297;0.07876217;-2.5200005;-1.9700003;0.07906675;0.14166534;2358.0
1989-06-19;0.6874889;0.17786622;0.047445297;0.07876217;-2.5200005;-2.04;0.088501334;0.13566649;2361.0
1989-06-20;0.69928527;0.18255389;0.047445297;0.07876217;-2.5200005;-2.04;0.12533331;0.12462628;2362.0
1989-06-21;0.68559456;0.17065144;0.047445297;0.07876217;-2.5200005;-2.04;0.14199996;0.13223529;2363.0
1989-06-22;0.6615795;0.16160297;0.047445297;0.07876217;-2.5200005;-2.0500002;0.14342356;0.113330245;2364.0
1989-06-23;0.6862258;0.17993689;0.047445297;0.07876217;-2.5200005;-2.0199995;0.187747;0.10154796;2365.0
1989-06-26;0.69898534;0.17825103;0.047445297;0.07876217;-2.5200005;-2.0099993;0.20330036;0.09389889;2368.0
1989-06-27;0.6979879;0.20136833;0.047445297;0.07876217;-2.5200005;-2.0099993;0.21902215;0.084383965;2369.0
1989-06-28;0.7022356;0.18112648;0.047445297;0.07876217;-2.5200005;-2.0099993;0.21375597;0.093563676;2370.0
1989-06-29;0.6692828;0.16606247;0.047445297;0.07876217;-2.5200005;-2.0099993;0.25085914;0.07708609;2371.0
1989-06-30;0.6600282;0.14923525;0.047445297;0.07876217;-2.0099993;-1.9299994;0.28913963;0.079177976;2372.0
1989-07-03;0.64598966;0.15768313;0.047445297;0.07876217;-2.0099993;-1.8699999;0.31899643;0.060412765;2375.0
1989-07-04;0.65501666;0.15768313;0.047445297;0.07876217;-2.0099993;-1.8699999;0.32384348;0.053379178;2376.0
1989-07-05;0.6677064;0.14868319;0.047445297;0.07876217;-2.0099993;-1.8699999;0.34120178;0.051651716;2377.0
1989-07-06;0.6749829;0.1647594;0.047445297;0.07876217;-2.0099993;-1.8699999;0.26206887;0.045097947;2378.0
1989-07-07;0.6887077;0.17696667;0.047445297;0.07876217;-2.0099993;-1.9000006;0.15161288;0.047705293;2379.0
1989-07-10;0.71595716;0.18881857;0.047445297;0.07876217;-2.0099993;-1.9200001;0.18471754;0.044979572;2382.0
1989-07-11;0.7454376;0.19337821;0.047445297;0.07876217;-2.0099993;-1.9200001;0.20505798;0.034947276;2383.0
1989-07-12;0.7622014;0.2073152;0.047445297;0.07876217;-2.0099993;-1.9200001;0.2607143;0.034807324;2384.0
1989-07-13;0.7685001;0.20400679;0.047445297;0.07876217;-2.0099993;-1.9200001;0.248227;0.033827186;2385.0
1989-07-14;0.78221095;0.20510995;0.047445297;0.07876217;-2.0099993;-1.8999996;0.26950347;0.035687685;2386.0
1989-07-17;0.73502266;0.20247364;0.052919745;0.0717299;-2.0099993;-1.8999996;0.26666665;0.038222194;2389.0
1989-07-18;0.7186589;0.20609176;0.04718697;0.11078715;-2.0099993;-1.8999996;0.20333326;0.02227068;2390.0
1989-07-19;0.72143066;0.22723901;0.04718697;0.11078715;-2.0099993;-1.8999996;0.19557941;0.022777438;2391.0
1989-07-20;0.722195;0.21559322;0.04718697;0.11078715;-2.0099993;-1.8999996;0.16149867;0.038558483;2392.0
1989-07-21;0.70537734;0.23375106;0.04718697;0.11078715;-2.0099993;-1.9200001;0.14075494;0.030244589;2393.0
1989-07-24;0.7117511;0.23799467;0.04718697;0.11078715;-2.0099993;-1.9500008;0.09286165;0.04997742;2396.0
1989-07-25;0.7116258;0.23585176;0.04718697;0.11078715;-2.0099993;-1.9500008;0.07911384;0.04240966;2397.0
1989-07-26;0.70453656;0.24723935;0.04718697;0.11078715;-2.0099993;-1.9500008;0.072821856;0.031841874;2398.0
1989-07-27;0.68093526;0.27103376;0.04718697;0.11078715;-2.0099993;-1.9500008;0.053721786;0.014486313;2399.0
1989-07-28;0.6936704;0.259722;0.04718697;0.11078715;-2.0099993;-1.9200001;0.043312073;0.024695039;2400.0
1989-07-31;0.6888585;0.24985659;0.04718697;0.11078715;-1.9099998;-1.9300003;0.034920573;0.008823514;2403.0
1989-08-01;0.68305314;0.2420125;0.04718697;0.11078715;-2.1599998;-1.9300003;0.04038453;0.0060197115;2404.0
1989-08-02;0.67602324;0.24455559;0.04718697;0.11078715;-2.1599998;-1.9300003;0.048859954;0.005169153;2405.0
1989-08-03;0.6612431;0.2439208;0.04718697;0.11078715;-2.1599998;-1.9300003;0.09333336;0.0018364191;2406.0
1989-08-04;0.6472982;0.24512804;0.04718697;0.11078715;-2.1599998;-1.9400005;0.113793135;0.013599992;2407.0
1989-08-07;0.64102626;0.26443803;0.04718697;0.11078715;-2.1599998;-1.96;0.08080804;0.026354313;2410.0
1989-08-08;0.642861;0.2698393;0.04718697;0.11078715;-2.1599998;-1.96;0.05167961;0.013222933;2411.0
1989-08-09;0.6546898;0.27920067;0.04718697;0.11078715;-2.1599998;-1.96;0.06818187;0.010036349;2412.0
1989-08-10;0.6780094;0.3049537;0.04718697;0.11078715;-2.1599998;-1.96;0.1211921;-0.0044515133;2413.0
1989-08-11;0.7082968;0.29197252;0.04718697;0.11078715;-2.1599998;-1.9299994;0.123595476;0.018389821;2414.0
1989-08-14;0.69713926;0.28648043;0.04718697;0.11078715;-2.1599998;-2.0199995;0.124833226;0.030731082;2417.0
1989-08-15;0.73120713;0.30780447;0.04718697;0.11078715;-2.1599998;-2.0199995;0.14864862;0.029193878;2418.0
1989-08-16;0.78481317;0.30425406;0.049001813;0.15007436;-2.1599998;-2.0199995;0.14478111;0.027633071;2419.0
1989-08-17;0.7706599;0.29847908;0.049001813;0.15007436;-2.1599998;-2.0199995;0.14915264;0.028984427;2420.0
1989-08-18;0.7664951;0.30105197;0.049001813;0.15007436;-2.1599998;-2.0500002;0.13870096;0.029504895;2421.0
1989-08-21;0.7651671;0.28592503;0.049001813;0.15007436;-2.1599998;-2.0100002;0.1380471;0.033130765;2424.0
1989-08-22;0.7849233;0.30029607;0.049001813;0.15007436;-2.1599998;-2.0100002;0.13772464;0.022209406;2425.0
1989-08-23;0.8230357;0.31238413;0.049001813;0.15007436;-2.1599998;-2.0100002;0.15405405;0.018087864;2426.0
1989-08-24;0.86174035;0.3180188;0.049001813;0.15007436;-2.1599998;-2.0100002;0.14814806;0.028633118;2427.0
1989-08-25;0.899933;0.32397962;0.049001813;0.15007436;-2.1599998;-2.0;0.15857828;0.036263466;2428.0
1989-08-28;0.9052719;0.3257773;0.049001813;0.15007436;-2.1599998;-2.0900002;0.17103446;0.039227128;2431.0
1989-08-29;0.91917086;0.30948663;0.049001813;0.15007436;-2.1599998;-2.0900002;0.18093932;0.03130877;2432.0
1989-08-30;0.93336105;0.31171358;0.049001813;0.15007436;-2.1599998;-2.0900002;0.18546712;0.024602056;2433.0
1989-08-31;0.9136994;0.31658924;0.049001813;0.15007436;-2.1400003;-2.0900002;0.19444454;0.030049205;2434.0
1989-09-01;0.9082855;0.33704638;0.049001813;0.15007436;-2.1400003;-2.12;0.22473502;0.03477633;2435.0
1989-09-04;0.907812;0.3128841;0.049001813;0.15007436;-2.1400003;-2.0599995;0.245;0.03730917;2438.0
1989-09-05;0.90446436;0.31030643;0.049001813;0.15007436;-2.1400003;-2.0599995;0.27558482;0.05146849;2439.0
1989-09-06;0.9144634;0.29597092;0.049001813;0.15007436;-2.1400003;-2.0599995;0.33333325;0.046822786;2440.0
1989-09-07;0.9518374;0.29196656;0.049001813;0.15007436;-2.1400003;-2.0599995;0.35053098;0.0556041;2441.0
1989-09-08;0.9789902;0.29193473;0.049001813;0.15007436;-2.1400003;-2.1599998;0.34060144;0.04717672;2442.0
1989-09-11;0.95024014;0.28384113;0.049001813;0.15007436;-2.1400003;-2.3100004;0.35698104;0.053312063;2445.0
1989-09-12;0.9434676;0.2890668;0.049001813;0.15007436;-2.1400003;-2.3100004;0.40944886;0.047944188;2446.0
1989-09-13;0.9530959;0.276299;0.049001813;0.15007436;-2.1400003;-2.3100004;0.3470149;0.0501678;2447.0
1989-09-14;0.9629458;0.26008022;0.049001813;0.15007436;-2.1400003;-2.3100004;0.2877698;0.042801023;2448.0
1989-09-15;0.978233;0.26715612;0.049001813;0.15007436;-2.1400003;-2.3599997;0.3244444;0.037689447;2449.0
1989-09-18;0.95095503;0.2621516;0.04537201;0.14771056;-2.1400003;-2.2999992;0.3643235;0.03608024;2452.0
1989-09-19;0.928529;0.26884007;0.04537201;0.14771056;-2.1400003;-2.2999992;0.39299607;0.03156221;2453.0
1989-09-20;0.94707155;0.26447403;0.04537201;0.14771056;-2.1400003;-2.2999992;0.35361218;0.03291285;2454.0
1989-09-21;0.92277336;0.26113248;0.04537201;0.14771056;-2.1400003;-2.2999992;0.3678161;0.028687358;2455.0
1989-09-22;0.93179417;0.26864636;0.04537201;0.14771056;-2.1400003;-2.3599997;0.32803035;0.02323234;2456.0
1989-09-25;0.9399644;0.25802565;0.04537201;0.14771056;-2.1400003;-2.3199997;0.32196975;0.003814578;2459.0
1989-09-26;0.9408636;0.26264358;0.04537201;0.14771056;-2.1400003;-2.3199997;0.33206105;0.002299428;2460.0
1989-09-27;0.94883335;0.26751506;0.04537201;0.14771056;-2.1400003;-2.37;0.3950715;-0.005471587;2461.0
1989-09-28;0.957677;0.27597797;0.04537201;0.14771056;-2.1400003;-2.37;0.40627456;0.0021619797;2462.0
1989-09-29;0.92486;0.26530457;0.04537201;0.14771056;-2.1400003;-2.33;0.4584;-0.007201433;2463.0
1989-10-02;0.88212466;0.27206874;0.04537201;0.14771056;-2.5300007;-2.33;0.5574182;0.0;2466.0
1989-10-03;0.8716501;0.28772974;0.04537201;0.14771056;-2.5300007;-2.33;0.61465514;0.0033295155;2467.0
1989-10-04;0.8912902;0.29729438;0.04537201;0.14771056;-2.5300007;-2.33;0.6120173;0.0072642565;2468.0
1989-10-05;0.86872435;0.29301023;0.04537201;0.14771056;-2.5300007;-2.33;0.6455358;0.010286927;2469.0
1989-10-06;0.87448275;0.2966535;0.04537201;0.14771056;-2.5300007;-2.25;0.63274336;0.0127722025;2470.0
1989-10-09;0.8565676;0.27914536;0.04537201;0.14771056;-2.5300007;-2.2700005;0.60792947;0.013617277;2473.0
1989-10-10;0.836959;0.27638924;0.04537201;0.14771056;-2.5300007;-2.29;0.5204917;0.030444264;2474.0
1989-10-11;0.81563234;0.27055073;0.04537201;0.14771056;-2.5300007;-2.29;0.5263158;0.030843496;2475.0
1989-10-12;0.8187095;0.28111684;0.04537201;0.14771056;-2.5300007;-2.29;0.5445783;0.033768892;2476.0
1989-10-13;0.85326874;0.2073555;0.04537201;0.14771056;-2.5300007;-2.2399998;0.56175303;0.021125793;2477.0
1989-10-16;0.6409626;0.22786188;0.05444646;0.15361893;-2.5300007;-2.2399998;0.46818173;0.03112483;2480.0
1989-10-17;0.71626186;0.21911967;0.04121864;0.14348459;-2.5300007;-2.2300005;0.4413284;0.033797026;2481.0
1989-10-18;0.7131069;0.21206725;0.04121864;0.14348459;-2.5300007;-2.2300005;0.5062016;0.030167222;2482.0
1989-10-19;0.7544488;0.23831773;0.04121864;0.14348459;-2.5300007;-2.2300005;0.44794;0.03360784;2483.0
1989-10-20;0.75519717;0.2178775;0.04121864;0.14348459;-2.5300007;-2.2600002;0.42222226;0.038484573;2484.0
1989-10-23;0.74049485;0.20755422;0.04121864;0.14348459;-2.5300007;-2.0900002;0.4005934;0.037911892;2487.0
1989-10-24;0.7268177;0.20524299;0.04121864;0.14348459;-2.5300007;-2.0900002;0.54098356;0.03072536;2488.0
1989-10-25;0.68785894;0.20299613;0.04121864;0.14348459;-2.5300007;-2.0900002;0.5629139;0.03036201;2489.0
1989-10-26;0.6940005;0.19217265;0.04121864;0.14348459;-2.5300007;-2.0900002;0.52980125;0.03446722;2490.0
1989-10-27;0.6597427;0.19785428;0.04121864;0.14348459;-2.5300007;-1.9300003;0.51662624;0.04117644;2491.0
1989-10-30;0.6218709;0.19176745;0.04121864;0.14348459;-2.5300007;-1.7600002;0.5063491;0.037371874;2494.0
1989-10-31;0.6127509;0.2070489;0.04121864;0.14348459;-1.6700001;-1.8100004;0.50238097;0.044993162;2495.0
1989-11-01;0.6369027;0.21075201;0.04121864;0.14348459;-1.6700001;-1.8100004;0.5788176;0.041315436;2496.0
1989-11-02;0.6751592;0.20472383;0.04121864;0.14348459;-1.6700001;-1.8100004;0.5546559;0.046058536;2497.0
1989-11-03;0.67284966;0.2018671;0.04121864;0.14348459;-1.6700001;-1.8100004;0.52;0.0486511;2498.0
1989-11-06;0.6556747;0.19605684;0.04121864;0.14348459;-1.6700001;-1.7799997;0.4862746;0.04579687;2501.0
1989-11-07;0.63823974;0.21295404;0.04121864;0.14348459;-1.6700001;-1.6900005;0.48235285;0.03810954;2502.0
1989-11-08;0.6405326;0.21960711;0.04121864;0.14348459;-1.6700001;-1.6900005;0.49999988;0.03746617;2503.0
1989-11-09;0.63525;0.22295225;0.04121864;0.14348459;-1.6700001;-1.6900005;0.48425198;0.04288733;2504.0
1989-11-10;0.6423162;0.22827089;0.04121864;0.14348459;-1.6700001;-1.6900005;0.46201074;0.052331686;2505.0
1989-11-13;0.6560551;0.25195396;0.04121864;0.14348459;-1.6700001;-1.5900002;0.4466616;0.063159466;2508.0
1989-11-14;0.642539;0.24977243;0.04121864;0.14348459;-1.6700001;-1.5799999;0.43846154;0.05591011;2509.0
1989-11-15;0.63183844;0.25537193;0.04121864;0.14348459;-1.6700001;-1.5799999;0.43461537;0.045743704;2510.0
1989-11-16;0.61943173;0.2742113;0.04301083;0.07692313;-1.6700001;-1.4099998;0.46850395;0.04895425;2511.0
1989-11-17;0.6227249;0.27619374;0.04301083;0.07692313;-1.6700001;-1.46;0.55601656;0.059274077;2512.0
1989-11-20;0.61496425;0.2624266;0.04301083;0.07692313;-1.6700001;-1.5900002;0.55629134;0.050367355;2515.0
1989-11-21;0.59704924;0.2634312;0.04301083;0.07692313;-1.6700001;-1.5699997;0.5399835;0.04843867;2516.0
1989-11-22;0.5855236;0.26682007;0.04301083;0.07692313;-1.6700001;-1.4399996;0.39325845;0.048806667;2517.0
1989-11-23;0.5675882;0.25933373;0.04301083;0.07692313;-1.6700001;-1.4399996;0.3803451;0.058850646;2518.0
1989-11-24;0.57045853;0.2659533;0.04301083;0.07692313;-1.6700001;-1.3999996;0.42372882;0.054478288;2519.0
1989-11-27;0.5608648;0.27633238;0.04301083;0.07692313;-1.6700001;-1.1899996;0.25850344;0.055564165;2522.0
1989-11-28;0.5600529;0.27400804;0.04301083;0.07692313;-1.6700001;-1.1899996;0.23761034;0.051443458;2523.0
1989-11-29;0.5882137;0.2578237;0.04301083;0.07692313;-1.6700001;-1.1899996;0.27368414;0.045846105;2524.0
1989-11-30;0.5839318;0.25189674;0.04301083;0.07692313;-1.3100004;-1.25;0.28780484;0.054003954;2525.0
1989-12-01;0.59377825;0.26808405;0.04301083;0.07692313;-1.3100004;-1.2600002;0.25117218;0.053184867;2526.0
1989-12-04;0.5868571;0.27208424;0.04301083;0.07692313;-1.3100004;-1.0799999;0.30270278;0.050363064;2529.0
1989-12-05;0.5896921;0.25632215;0.04301083;0.07692313;-1.3100004;-1.1099997;0.3021046;0.06325948;2530.0
1989-12-06;0.60337436;0.24548781;0.04301083;0.07692313;-1.3100004;-1.1499996;0.338889;0.056747437;2531.0
1989-12-07;0.6078167;0.23987448;0.04301083;0.07692313;-1.3100004;-1.1499996;0.31496596;0.044773817;2532.0
1989-12-08;0.6241263;0.24862683;0.04301083;0.07692313;-1.3100004;-1.1699991;0.27242517;0.044782996;2533.0
1989-12-11;0.60271096;0.24458706;0.04301083;0.07692313;-1.3100004;-1.1200008;0.30536926;0.049078822;2536.0
1989-12-12;0.581059;0.2551198;0.04301083;0.07692313;-1.3100004;-1.1200008;0.28486848;0.043848753;2537.0
1989-12-13;0.5982108;0.25859344;0.04301083;0.07692313;-1.3100004;-1.1200008;0.30303037;0.02773273;2538.0
