Date;Oslo Børs all-share index (OSEAX);Datetime value (Datetime)
1989-01-31;0.5588577;2222.0
1989-02-01;0.5570277;2223.0
1989-02-02;0.56899047;2224.0
1989-02-03;0.5658239;2225.0
1989-02-06;0.5840056;2228.0
1989-02-07;0.5925001;2229.0
1989-02-08;0.606864;2230.0
1989-02-09;0.59191716;2231.0
1989-02-10;0.5776131;2232.0
1989-02-13;0.5461874;2235.0
1989-02-14;0.5594351;2236.0
1989-02-15;0.5621823;2237.0
1989-02-16;0.59110117;2238.0
1989-02-17;0.5858643;2239.0
1989-02-20;0.5837394;2242.0
1989-02-21;0.5520568;2243.0
1989-02-22;0.5320891;2244.0
1989-02-23;0.52274907;2245.0
1989-02-24;0.5043247;2246.0
1989-02-27;0.48739922;2249.0
1989-02-28;0.5145091;2250.0
1989-03-01;0.5088848;2251.0
1989-03-02;0.52581096;2252.0
1989-03-03;0.5476866;2253.0
1989-03-06;0.5546496;2256.0
1989-03-07;0.5787674;2257.0
1989-03-08;0.5891639;2258.0
1989-03-09;0.57225096;2259.0
1989-03-10;0.5401943;2260.0
1989-03-13;0.50623596;2263.0
1989-03-14;0.509933;2264.0
1989-03-15;0.5252428;2265.0
1989-03-16;0.53359365;2266.0
1989-03-17;0.5191628;2267.0
1989-03-20;0.48069417;2270.0
1989-03-21;0.48200023;2271.0
1989-03-22;0.49031937;2272.0
1989-03-23;0.4681865;2273.0
1989-03-24;0.4785645;2274.0
1989-03-27;0.50002694;2277.0
1989-03-28;0.5446143;2278.0
1989-03-29;0.52946687;2279.0
1989-03-30;0.5179683;2280.0
1989-03-31;0.5347798;2281.0
1989-04-03;0.5512141;2284.0
1989-04-04;0.5421752;2285.0
1989-04-05;0.5419512;2286.0
1989-04-06;0.50497496;2287.0
1989-04-07;0.49320757;2288.0
1989-04-10;0.48944008;2291.0
1989-04-11;0.48711216;2292.0
1989-04-12;0.52717507;2293.0
1989-04-13;0.5414988;2294.0
1989-04-14;0.60200214;2295.0
1989-04-17;0.6498991;2298.0
1989-04-18;0.6413822;2299.0
1989-04-19;0.67499006;2300.0
1989-04-20;0.670437;2301.0
1989-04-21;0.6767888;2302.0
1989-04-24;0.67826414;2305.0
1989-04-25;0.67258537;2306.0
1989-04-26;0.6432531;2307.0
1989-04-27;0.6119051;2308.0
1989-04-28;0.6253301;2309.0
1989-05-01;0.62760544;2312.0
1989-05-02;0.65657103;2313.0
1989-05-03;0.6666026;2314.0
1989-05-04;0.67592907;2315.0
1989-05-05;0.7261292;2316.0
1989-05-08;0.73038065;2319.0
1989-05-09;0.72459733;2320.0
1989-05-10;0.7575389;2321.0
1989-05-11;0.8117794;2322.0
1989-05-12;0.83506453;2323.0
1989-05-15;0.82228124;2326.0
1989-05-16;0.8112426;2327.0
1989-05-17;0.8112426;2328.0
1989-05-18;0.81115127;2329.0
1989-05-19;0.84577966;2330.0
1989-05-22;0.8411001;2333.0
1989-05-23;0.82032883;2334.0
1989-05-24;0.81226826;2335.0
1989-05-25;0.81793356;2336.0
1989-05-26;0.8177993;2337.0
1989-05-29;0.79896367;2340.0
1989-05-30;0.7846925;2341.0
1989-05-31;0.76948607;2342.0
1989-06-01;0.7369764;2343.0
1989-06-02;0.731084;2344.0
1989-06-05;0.71563184;2347.0
1989-06-06;0.6800858;2348.0
1989-06-07;0.6837077;2349.0
1989-06-08;0.6522585;2350.0
1989-06-09;0.6329397;2351.0
1989-06-12;0.64616907;2354.0
1989-06-13;0.67569864;2355.0
1989-06-14;0.6635486;2356.0
1989-06-15;0.65501523;2357.0
1989-06-16;0.67326;2358.0
1989-06-19;0.6874889;2361.0
1989-06-20;0.69928527;2362.0
1989-06-21;0.68559456;2363.0
1989-06-22;0.6615795;2364.0
1989-06-23;0.6862258;2365.0
1989-06-26;0.69898534;2368.0
1989-06-27;0.6979879;2369.0
1989-06-28;0.7022356;2370.0
1989-06-29;0.6692828;2371.0
1989-06-30;0.6600282;2372.0
1989-07-03;0.64598966;2375.0
1989-07-04;0.65501666;2376.0
1989-07-05;0.6677064;2377.0
1989-07-06;0.6749829;2378.0
1989-07-07;0.6887077;2379.0
1989-07-10;0.71595716;2382.0
1989-07-11;0.7454376;2383.0
1989-07-12;0.7622014;2384.0
1989-07-13;0.7685001;2385.0
1989-07-14;0.78221095;2386.0
1989-07-17;0.73502266;2389.0
1989-07-18;0.7186589;2390.0
1989-07-19;0.72143066;2391.0
1989-07-20;0.722195;2392.0
1989-07-21;0.70537734;2393.0
1989-07-24;0.7117511;2396.0
1989-07-25;0.7116258;2397.0
1989-07-26;0.70453656;2398.0
1989-07-27;0.68093526;2399.0
1989-07-28;0.6936704;2400.0
1989-07-31;0.6888585;2403.0
1989-08-01;0.68305314;2404.0
1989-08-02;0.67602324;2405.0
1989-08-03;0.6612431;2406.0
1989-08-04;0.6472982;2407.0
1989-08-07;0.64102626;2410.0
1989-08-08;0.642861;2411.0
1989-08-09;0.6546898;2412.0
1989-08-10;0.6780094;2413.0
1989-08-11;0.7082968;2414.0
1989-08-14;0.69713926;2417.0
1989-08-15;0.73120713;2418.0
1989-08-16;0.78481317;2419.0
1989-08-17;0.7706599;2420.0
1989-08-18;0.7664951;2421.0
1989-08-21;0.7651671;2424.0
1989-08-22;0.7849233;2425.0
1989-08-23;0.8230357;2426.0
1989-08-24;0.86174035;2427.0
1989-08-25;0.899933;2428.0
1989-08-28;0.9052719;2431.0
1989-08-29;0.91917086;2432.0
1989-08-30;0.93336105;2433.0
1989-08-31;0.9136994;2434.0
1989-09-01;0.9082855;2435.0
1989-09-04;0.907812;2438.0
1989-09-05;0.90446436;2439.0
1989-09-06;0.9144634;2440.0
1989-09-07;0.9518374;2441.0
1989-09-08;0.9789902;2442.0
1989-09-11;0.95024014;2445.0
1989-09-12;0.9434676;2446.0
1989-09-13;0.9530959;2447.0
1989-09-14;0.9629458;2448.0
1989-09-15;0.978233;2449.0
1989-09-18;0.95095503;2452.0
1989-09-19;0.928529;2453.0
1989-09-20;0.94707155;2454.0
1989-09-21;0.92277336;2455.0
1989-09-22;0.93179417;2456.0
1989-09-25;0.9399644;2459.0
1989-09-26;0.9408636;2460.0
1989-09-27;0.94883335;2461.0
1989-09-28;0.957677;2462.0
1989-09-29;0.92486;2463.0
1989-10-02;0.88212466;2466.0
1989-10-03;0.8716501;2467.0
1989-10-04;0.8912902;2468.0
1989-10-05;0.86872435;2469.0
1989-10-06;0.87448275;2470.0
1989-10-09;0.8565676;2473.0
1989-10-10;0.836959;2474.0
1989-10-11;0.81563234;2475.0
1989-10-12;0.8187095;2476.0
1989-10-13;0.85326874;2477.0
1989-10-16;0.6409626;2480.0
1989-10-17;0.71626186;2481.0
1989-10-18;0.7131069;2482.0
1989-10-19;0.7544488;2483.0
1989-10-20;0.75519717;2484.0
1989-10-23;0.74049485;2487.0
1989-10-24;0.7268177;2488.0
1989-10-25;0.68785894;2489.0
1989-10-26;0.6940005;2490.0
1989-10-27;0.6597427;2491.0
1989-10-30;0.6218709;2494.0
1989-10-31;0.6127509;2495.0
1989-11-01;0.6369027;2496.0
1989-11-02;0.6751592;2497.0
1989-11-03;0.67284966;2498.0
1989-11-06;0.6556747;2501.0
1989-11-07;0.63823974;2502.0
1989-11-08;0.6405326;2503.0
1989-11-09;0.63525;2504.0
1989-11-10;0.6423162;2505.0
1989-11-13;0.6560551;2508.0
1989-11-14;0.642539;2509.0
1989-11-15;0.63183844;2510.0
1989-11-16;0.61943173;2511.0
1989-11-17;0.6227249;2512.0
1989-11-20;0.61496425;2515.0
1989-11-21;0.59704924;2516.0
1989-11-22;0.5855236;2517.0
1989-11-23;0.5675882;2518.0
1989-11-24;0.57045853;2519.0
1989-11-27;0.5608648;2522.0
1989-11-28;0.5600529;2523.0
1989-11-29;0.5882137;2524.0
1989-11-30;0.5839318;2525.0
1989-12-01;0.59377825;2526.0
1989-12-04;0.5868571;2529.0
1989-12-05;0.5896921;2530.0
1989-12-06;0.60337436;2531.0
1989-12-07;0.6078167;2532.0
1989-12-08;0.6241263;2533.0
1989-12-11;0.60271096;2536.0
1989-12-12;0.581059;2537.0
1989-12-13;0.5982108;2538.0
1989-12-14;0.62164867;2539.0
1989-12-15;0.6138021;2540.0
1989-12-18;0.61354196;2543.0
1989-12-19;0.57657933;2544.0
1989-12-20;0.5637717;2545.0
1989-12-21;0.5312377;2546.0
1989-12-22;0.5215969;2547.0
1989-12-25;0.52182066;2550.0
1989-12-26;0.52182066;2551.0
1989-12-27;0.5216975;2552.0
1989-12-28;0.51747036;2553.0
1989-12-29;0.5410675;2554.0
1990-01-01;0.5444963;2557.0
1990-01-02;0.5751388;2558.0
1990-01-03;0.5886769;2559.0
1990-01-04;0.58763945;2560.0
1990-01-05;0.5579953;2561.0
1990-01-08;0.5473658;2564.0
1990-01-09;0.53725815;2565.0
1990-01-10;0.5229641;2566.0
1990-01-11;0.5432786;2567.0
1990-01-12;0.48958766;2568.0
1990-01-15;0.47955048;2571.0
1990-01-16;0.47151124;2572.0
1990-01-17;0.46739495;2573.0
1990-01-18;0.4617126;2574.0
1990-01-19;0.42424476;2575.0
1990-01-22;0.44766033;2578.0
1990-01-23;0.44075096;2579.0
1990-01-24;0.39685154;2580.0
1990-01-25;0.40863073;2581.0
1990-01-26;0.39774907;2582.0
1990-01-29;0.40443325;2585.0
1990-01-30;0.3965336;2586.0
1990-01-31;0.41657388;2587.0
1990-02-01;0.4547087;2588.0
1990-02-02;0.45637274;2589.0
1990-02-05;0.493024;2592.0
1990-02-06;0.49033666;2593.0
1990-02-07;0.47472405;2594.0
1990-02-08;0.488052;2595.0
1990-02-09;0.47921956;2596.0
1990-02-12;0.4866618;2599.0
1990-02-13;0.5148269;2600.0
1990-02-14;0.5092236;2601.0
1990-02-15;0.500442;2602.0
1990-02-16;0.4859146;2603.0
1990-02-19;0.4759227;2606.0
1990-02-20;0.43939638;2607.0
1990-02-21;0.42279172;2608.0
1990-02-22;0.44158804;2609.0
1990-02-23;0.43826544;2610.0
1990-02-26;0.42630267;2613.0
1990-02-27;0.48165464;2614.0
1990-02-28;0.47901917;2615.0
1990-03-01;0.46194386;2616.0
1990-03-02;0.44970357;2617.0
1990-03-05;0.44729614;2620.0
1990-03-06;0.46200883;2621.0
1990-03-07;0.45625317;2622.0
1990-03-08;0.46830547;2623.0
1990-03-09;0.46617806;2624.0
1990-03-12;0.4723333;2627.0
1990-03-13;0.49545538;2628.0
1990-03-14;0.5004436;2629.0
1990-03-15;0.5060364;2630.0
1990-03-16;0.49853444;2631.0
1990-03-19;0.47641265;2634.0
1990-03-20;0.5039588;2635.0
1990-03-21;0.47452414;2636.0
1990-03-22;0.45788562;2637.0
1990-03-23;0.46317494;2638.0
1990-03-26;0.47647798;2641.0
1990-03-27;0.47791028;2642.0
1990-03-28;0.45080066;2643.0
1990-03-29;0.4292798;2644.0
1990-03-30;0.4139843;2645.0
1990-04-02;0.36449707;2648.0
1990-04-03;0.3738799;2649.0
1990-04-04;0.38288724;2650.0
1990-04-05;0.37556183;2651.0
1990-04-06;0.38848877;2652.0
1990-04-09;0.39232278;2655.0
1990-04-10;0.38146687;2656.0
1990-04-11;0.35298312;2657.0
1990-04-12;0.32660115;2658.0
1990-04-13;0.3162775;2659.0
1990-04-16;0.30092394;2662.0
1990-04-17;0.2824962;2663.0
1990-04-18;0.27673423;2664.0
1990-04-19;0.24448407;2665.0
1990-04-20;0.261773;2666.0
1990-04-23;0.25627995;2669.0
1990-04-24;0.23703325;2670.0
1990-04-25;0.21193588;2671.0
1990-04-26;0.2180947;2672.0
1990-04-27;0.25196958;2673.0
1990-04-30;0.24838054;2676.0
1990-05-01;0.24838054;2677.0
1990-05-02;0.26036203;2678.0
1990-05-03;0.25749755;2679.0
1990-05-04;0.25392997;2680.0
1990-05-07;0.22961795;2683.0
1990-05-08;0.23436773;2684.0
1990-05-09;0.25079286;2685.0
1990-05-10;0.28905785;2686.0
1990-05-11;0.32270336;2687.0
1990-05-14;0.31598568;2690.0
1990-05-15;0.30402863;2691.0
1990-05-16;0.28621256;2692.0
1990-05-17;0.28621256;2693.0
1990-05-18;0.27098417;2694.0
1990-05-21;0.26493645;2697.0
1990-05-22;0.26475132;2698.0
1990-05-23;0.2756039;2699.0
1990-05-24;0.28916728;2700.0
1990-05-25;0.27387655;2701.0
1990-05-28;0.26376605;2704.0
1990-05-29;0.26717114;2705.0
1990-05-30;0.2761594;2706.0
1990-05-31;0.2969874;2707.0
1990-06-01;0.30249345;2708.0
1990-06-04;0.3005153;2711.0
1990-06-05;0.30406964;2712.0
1990-06-06;0.31057;2713.0
1990-06-07;0.3096013;2714.0
1990-06-08;0.3277619;2715.0
1990-06-11;0.30892313;2718.0
1990-06-12;0.29376447;2719.0
1990-06-13;0.27816105;2720.0
1990-06-14;0.27494657;2721.0
1990-06-15;0.2706324;2722.0
1990-06-18;0.25484574;2725.0
1990-06-19;0.24899006;2726.0
1990-06-20;0.25628388;2727.0
1990-06-21;0.25764096;2728.0
1990-06-22;0.25512385;2729.0
1990-06-25;0.22978342;2732.0
1990-06-26;0.2196939;2733.0
1990-06-27;0.23530722;2734.0
1990-06-28;0.23600984;2735.0
1990-06-29;0.25252068;2736.0
1990-07-02;0.2525004;2739.0
1990-07-03;0.25798786;2740.0
1990-07-04;0.25584018;2741.0
1990-07-05;0.25706077;2742.0
1990-07-06;0.24381137;2743.0
1990-07-09;0.24215055;2746.0
1990-07-10;0.25043273;2747.0
1990-07-11;0.23161936;2748.0
1990-07-12;0.22721422;2749.0
1990-07-13;0.24000943;2750.0
1990-07-16;0.23516333;2753.0
1990-07-17;0.24478424;2754.0
1990-07-18;0.24447656;2755.0
1990-07-19;0.23587537;2756.0
1990-07-20;0.23900974;2757.0
1990-07-23;0.24722946;2760.0
1990-07-24;0.24396181;2761.0
1990-07-25;0.2515849;2762.0
1990-07-26;0.25180614;2763.0
1990-07-27;0.2784903;2764.0
1990-07-30;0.28724563;2767.0
1990-07-31;0.30555344;2768.0
1990-08-01;0.30963683;2769.0
1990-08-02;0.31662083;2770.0
1990-08-03;0.311746;2771.0
1990-08-06;0.26185703;2774.0
1990-08-07;0.28892815;2775.0
1990-08-08;0.27710962;2776.0
1990-08-09;0.26075613;2777.0
1990-08-10;0.25433087;2778.0
1990-08-13;0.23222017;2781.0
1990-08-14;0.2558248;2782.0
1990-08-15;0.25708985;2783.0
1990-08-16;0.23657787;2784.0
1990-08-17;0.20975137;2785.0
1990-08-20;0.18887162;2788.0
1990-08-21;0.16989863;2789.0
1990-08-22;0.1384989;2790.0
1990-08-23;0.10608804;2791.0
1990-08-24;0.09370804;2792.0
1990-08-27;0.13644707;2795.0
1990-08-28;0.14619458;2796.0
1990-08-29;0.1448549;2797.0
1990-08-30;0.1449163;2798.0
1990-08-31;0.14616251;2799.0
1990-09-03;0.14636314;2802.0
1990-09-04;0.15086901;2803.0
1990-09-05;0.15337121;2804.0
1990-09-06;0.14699519;2805.0
1990-09-07;0.13595748;2806.0
1990-09-10;0.12991333;2809.0
1990-09-11;0.15157628;2810.0
1990-09-12;0.15643406;2811.0
1990-09-13;0.14504361;2812.0
1990-09-14;0.12527573;2813.0
1990-09-17;0.11636531;2816.0
1990-09-18;0.10627055;2817.0
1990-09-19;0.10226667;2818.0
1990-09-20;0.08480847;2819.0
1990-09-21;0.07206988;2820.0
1990-09-24;0.05416751;2823.0
1990-09-25;0.032280326;2824.0
1990-09-26;0.028449059;2825.0
1990-09-27;0.003816843;2826.0
1990-09-28;-0.00878191;2827.0
1990-10-01;0.008312583;2830.0
1990-10-02;0.01819849;2831.0
1990-10-03;0.012760878;2832.0
1990-10-04;0.0016161203;2833.0
1990-10-05;-0.011251628;2834.0
1990-10-08;0.011932135;2837.0
1990-10-09;0.004922509;2838.0
1990-10-10;0.0037674904;2839.0
1990-10-11;-0.002769947;2840.0
1990-10-12;-0.0046055317;2841.0
1990-10-15;-0.040026784;2844.0
1990-10-16;0.06723797;2845.0
1990-10-17;0.031926394;2846.0
1990-10-18;0.025090337;2847.0
1990-10-19;0.02215159;2848.0
1990-10-22;0.03441739;2851.0
1990-10-23;0.043949604;2852.0
1990-10-24;0.055827856;2853.0
1990-10-25;0.07764888;2854.0
1990-10-26;0.06186092;2855.0
1990-10-29;0.062538266;2858.0
1990-10-30;0.08232033;2859.0
1990-10-31;0.07572508;2860.0
1990-11-01;0.041330814;2861.0
1990-11-02;0.020600796;2862.0
1990-11-05;0.0070694685;2865.0
1990-11-06;-0.004500866;2866.0
1990-11-07;0.009090781;2867.0
1990-11-08;-0.00397408;2868.0
1990-11-09;-0.011863053;2869.0
1990-11-12;-0.01868999;2872.0
1990-11-13;-0.018936872;2873.0
1990-11-14;-0.021490216;2874.0
1990-11-15;-0.018239617;2875.0
1990-11-16;-0.032580137;2876.0
1990-11-19;-0.04722327;2879.0
1990-11-20;-0.046747446;2880.0
1990-11-21;-0.060362816;2881.0
1990-11-22;-0.03475523;2882.0
1990-11-23;-0.035091043;2883.0
1990-11-26;-0.033702433;2886.0
1990-11-27;-0.027653515;2887.0
1990-11-28;-0.015261233;2888.0
1990-11-29;-0.006005645;2889.0
1990-11-30;0.0043922663;2890.0
1990-12-03;8.785725e-05;2893.0
1990-12-04;-0.021267533;2894.0
1990-12-05;-0.030442417;2895.0
1990-12-06;-0.03734523;2896.0
1990-12-07;-0.048501074;2897.0
1990-12-10;-0.070494354;2900.0
1990-12-11;-0.09376663;2901.0
1990-12-12;-0.10573393;2902.0
1990-12-13;-0.103263974;2903.0
1990-12-14;-0.109665036;2904.0
1990-12-17;-0.10684633;2907.0
1990-12-18;-0.11391735;2908.0
1990-12-19;-0.11980474;2909.0
1990-12-20;-0.14718974;2910.0
1990-12-21;-0.15518373;2911.0
1990-12-24;-0.15492171;2914.0
1990-12-25;-0.15492171;2915.0
1990-12-26;-0.15492171;2916.0
1990-12-27;-0.13468188;2917.0
1990-12-28;-0.12275714;2918.0
1990-12-31;-0.13449854;2921.0
1991-01-01;-0.13449854;2922.0
1991-01-02;-0.16449338;2923.0
1991-01-03;-0.22073895;2924.0
1991-01-04;-0.2292819;2925.0
1991-01-07;-0.23229456;2928.0
1991-01-08;-0.23746872;2929.0
1991-01-09;-0.24067044;2930.0
1991-01-10;-0.25533783;2931.0
1991-01-11;-0.2708217;2932.0
1991-01-14;-0.26474524;2935.0
1991-01-15;-0.2737897;2936.0
1991-01-16;-0.25946456;2937.0
1991-01-17;-0.23735684;2938.0
1991-01-18;-0.2438516;2939.0
1991-01-21;-0.27064824;2942.0
1991-01-22;-0.2760864;2943.0
1991-01-23;-0.27456588;2944.0
1991-01-24;-0.24183804;2945.0
1991-01-25;-0.2551682;2946.0
1991-01-28;-0.2537318;2949.0
1991-01-29;-0.26401186;2950.0
1991-01-30;-0.26086378;2951.0
1991-01-31;-0.25305498;2952.0
1991-02-01;-0.2556461;2953.0
1991-02-04;-0.2566384;2956.0
1991-02-05;-0.27751178;2957.0
1991-02-06;-0.2809192;2958.0
1991-02-07;-0.2630148;2959.0
1991-02-08;-0.27205342;2960.0
1991-02-11;-0.23915625;2963.0
1991-02-12;-0.23565239;2964.0
1991-02-13;-0.22708249;2965.0
1991-02-14;-0.22578198;2966.0
1991-02-15;-0.22718394;2967.0
1991-02-18;-0.24567264;2970.0
1991-02-19;-0.24792707;2971.0
1991-02-20;-0.24239916;2972.0
1991-02-21;-0.23379594;2973.0
1991-02-22;-0.23945397;2974.0
1991-02-25;-0.2187652;2977.0
1991-02-26;-0.21406513;2978.0
1991-02-27;-0.23348004;2979.0
1991-02-28;-0.21916473;2980.0
1991-03-01;-0.21765375;2981.0
1991-03-04;-0.2086668;2984.0
1991-03-05;-0.21549153;2985.0
1991-03-06;-0.20554978;2986.0
1991-03-07;-0.21210426;2987.0
1991-03-08;-0.20226943;2988.0
1991-03-11;-0.21116453;2991.0
1991-03-12;-0.21400309;2992.0
1991-03-13;-0.21775609;2993.0
1991-03-14;-0.21457404;2994.0
1991-03-15;-0.22799212;2995.0
1991-03-18;-0.2398774;2998.0
1991-03-19;-0.23223245;2999.0
1991-03-20;-0.24253082;3000.0
1991-03-21;-0.23335671;3001.0
1991-03-22;-0.23414344;3002.0
1991-03-25;-0.23845875;3005.0
1991-03-26;-0.2444132;3006.0
1991-03-27;-0.23050272;3007.0
1991-03-28;-0.22669655;3008.0
1991-03-29;-0.21979874;3009.0
1991-04-01;-0.21447212;3012.0
1991-04-02;-0.19798923;3013.0
1991-04-03;-0.20387238;3014.0
1991-04-04;-0.2076649;3015.0
1991-04-05;-0.20155025;3016.0
1991-04-08;-0.20912194;3019.0
1991-04-09;-0.21841836;3020.0
1991-04-10;-0.22492588;3021.0
1991-04-11;-0.22160178;3022.0
1991-04-12;-0.21488976;3023.0
1991-04-15;-0.21977311;3026.0
1991-04-16;-0.22408456;3027.0
1991-04-17;-0.21797103;3028.0
1991-04-18;-0.21802193;3029.0
1991-04-19;-0.21430981;3030.0
1991-04-22;-0.22166091;3033.0
1991-04-23;-0.21746719;3034.0
1991-04-24;-0.22308654;3035.0
1991-04-25;-0.19753337;3036.0
1991-04-26;-0.19380885;3037.0
1991-04-29;-0.19062477;3040.0
1991-04-30;-0.19481623;3041.0
1991-05-01;-0.19481623;3042.0
1991-05-02;-0.206864;3043.0
1991-05-03;-0.20169091;3044.0
1991-05-06;-0.19153076;3047.0
1991-05-07;-0.17383933;3048.0
1991-05-08;-0.16664279;3049.0
1991-05-09;-0.1782378;3050.0
1991-05-10;-0.17749786;3051.0
1991-05-13;-0.18803066;3054.0
1991-05-14;-0.20661873;3055.0
1991-05-15;-0.19825268;3056.0
1991-05-16;-0.20172608;3057.0
1991-05-17;-0.20172608;3058.0
1991-05-20;-0.20281106;3061.0
1991-05-21;-0.2037316;3062.0
1991-05-22;-0.21796274;3063.0
1991-05-23;-0.21804738;3064.0
1991-05-24;-0.20635802;3065.0
1991-05-27;-0.19597244;3068.0
1991-05-28;-0.19543868;3069.0
1991-05-29;-0.19321084;3070.0
1991-05-30;-0.20339435;3071.0
1991-05-31;-0.20404816;3072.0
1991-06-03;-0.19780117;3075.0
1991-06-04;-0.19056296;3076.0
1991-06-05;-0.18799388;3077.0
1991-06-06;-0.18292636;3078.0
1991-06-07;-0.1820448;3079.0
1991-06-10;-0.18302226;3082.0
1991-06-11;-0.17962211;3083.0
1991-06-12;-0.18353719;3084.0
1991-06-13;-0.18532032;3085.0
1991-06-14;-0.1818769;3086.0
1991-06-17;-0.17664856;3089.0
1991-06-18;-0.16459143;3090.0
1991-06-19;-0.16079384;3091.0
1991-06-20;-0.16832888;3092.0
1991-06-21;-0.16340101;3093.0
1991-06-24;-0.16887873;3096.0
1991-06-25;-0.17078507;3097.0
1991-06-26;-0.1729033;3098.0
1991-06-27;-0.18402636;3099.0
1991-06-28;-0.18700045;3100.0
1991-07-01;-0.18677515;3103.0
1991-07-02;-0.18768299;3104.0
1991-07-03;-0.18997794;3105.0
1991-07-04;-0.19050539;3106.0
1991-07-05;-0.18907273;3107.0
1991-07-08;-0.19009012;3110.0
1991-07-09;-0.18275923;3111.0
1991-07-10;-0.18510121;3112.0
1991-07-11;-0.1870445;3113.0
1991-07-12;-0.19382107;3114.0
1991-07-15;-0.20066649;3117.0
1991-07-16;-0.20627242;3118.0
1991-07-17;-0.21362805;3119.0
1991-07-18;-0.2118445;3120.0
1991-07-19;-0.20520121;3121.0
1991-07-22;-0.20601904;3124.0
1991-07-23;-0.21001053;3125.0
1991-07-24;-0.21247411;3126.0
1991-07-25;-0.2181676;3127.0
1991-07-26;-0.21794271;3128.0
1991-07-29;-0.22368902;3131.0
1991-07-30;-0.2251584;3132.0
1991-07-31;-0.22411871;3133.0
1991-08-01;-0.22940838;3134.0
1991-08-02;-0.23065382;3135.0
1991-08-05;-0.21069896;3138.0
1991-08-06;-0.1702978;3139.0
1991-08-07;-0.17986375;3140.0
1991-08-08;-0.17773664;3141.0
1991-08-09;-0.17404509;3142.0
1991-08-12;-0.18126833;3145.0
1991-08-13;-0.15678018;3146.0
1991-08-14;-0.1592567;3147.0
1991-08-15;-0.16707337;3148.0
1991-08-16;-0.16581231;3149.0
1991-08-19;-0.23123646;3152.0
1991-08-20;-0.19164956;3153.0
1991-08-21;-0.14599931;3154.0
1991-08-22;-0.11488742;3155.0
1991-08-23;-0.08981544;3156.0
1991-08-26;-0.07179594;3159.0
1991-08-27;-0.11550766;3160.0
1991-08-28;-0.12353474;3161.0
1991-08-29;-0.12549525;3162.0
1991-08-30;-0.13267988;3163.0
1991-09-02;-0.13946265;3166.0
1991-09-03;-0.14267719;3167.0
1991-09-04;-0.15106946;3168.0
1991-09-05;-0.1515981;3169.0
1991-09-06;-0.1508612;3170.0
1991-09-09;-0.1541856;3173.0
1991-09-10;-0.16566569;3174.0
1991-09-11;-0.17332762;3175.0
1991-09-12;-0.16564304;3176.0
1991-09-13;-0.15963346;3177.0
1991-09-16;-0.16393626;3180.0
1991-09-17;-0.16906565;3181.0
1991-09-18;-0.1759057;3182.0
1991-09-19;-0.17098558;3183.0
1991-09-20;-0.15669549;3184.0
1991-09-23;-0.15268826;3187.0
1991-09-24;-0.15283072;3188.0
1991-09-25;-0.124048114;3189.0
1991-09-26;-0.11269003;3190.0
1991-09-27;-0.09313893;3191.0
1991-09-30;-0.08869439;3194.0
1991-10-01;-0.09087592;3195.0
1991-10-02;-0.099850535;3196.0
1991-10-03;-0.10051459;3197.0
1991-10-04;-0.097415805;3198.0
1991-10-07;-0.0960595;3201.0
1991-10-08;-0.1102618;3202.0
1991-10-09;-0.09327847;3203.0
1991-10-10;-0.09280753;3204.0
1991-10-11;-0.08455962;3205.0
1991-10-14;-0.103565216;3208.0
1991-10-15;-0.09411162;3209.0
1991-10-16;-0.091789305;3210.0
1991-10-17;-0.081063926;3211.0
1991-10-18;-0.057998598;3212.0
1991-10-21;-0.06576103;3215.0
1991-10-22;-0.07961255;3216.0
1991-10-23;-0.096173584;3217.0
1991-10-24;-0.10602039;3218.0
1991-10-25;-0.106571555;3219.0
1991-10-28;-0.08963138;3222.0
1991-10-29;-0.0746268;3223.0
1991-10-30;-0.08435756;3224.0
1991-10-31;-0.08429968;3225.0
1991-11-01;-0.0761382;3226.0
1991-11-04;-0.08223742;3229.0
1991-11-05;-0.076740146;3230.0
1991-11-06;-0.04989195;3231.0
1991-11-07;-0.057157993;3232.0
1991-11-08;-0.06205672;3233.0
1991-11-11;-0.08300811;3236.0
1991-11-12;-0.06929028;3237.0
1991-11-13;-0.075710535;3238.0
1991-11-14;-0.071636856;3239.0
1991-11-15;-0.080666244;3240.0
1991-11-18;-0.10580981;3243.0
1991-11-19;-0.12114167;3244.0
1991-11-20;-0.09962672;3245.0
1991-11-21;-0.072306275;3246.0
1991-11-22;-0.07655209;3247.0
1991-11-25;-0.10205537;3250.0
1991-11-26;-0.1142869;3251.0
1991-11-27;-0.12008041;3252.0
1991-11-28;-0.1392855;3253.0
1991-11-29;-0.17515999;3254.0
1991-12-02;-0.23032874;3257.0
1991-12-03;-0.22802627;3258.0
1991-12-04;-0.18402326;3259.0
1991-12-05;-0.17570645;3260.0
1991-12-06;-0.16209841;3261.0
1991-12-09;-0.12901163;3264.0
1991-12-10;-0.12607569;3265.0
1991-12-11;-0.114132464;3266.0
1991-12-12;-0.088897824;3267.0
1991-12-13;-0.09258127;3268.0
1991-12-16;-0.10683471;3271.0
1991-12-17;-0.108073354;3272.0
1991-12-18;-0.11052245;3273.0
1991-12-19;-0.12101543;3274.0
1991-12-20;-0.10604638;3275.0
1991-12-23;-0.10226202;3278.0
1991-12-24;-0.10226202;3279.0
1991-12-25;-0.10226202;3280.0
1991-12-26;-0.10226202;3281.0
1991-12-27;-0.08527255;3282.0
1991-12-30;-0.09416199;3285.0
